CNTRYID,CNT,CNTSCHID,CNTTCHID,TEACHERID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,TC001Q01NA,TC002Q01NA,TC005Q01NA,TC007Q01NA,TC007Q02NA,TC014Q01HA,TC015Q01NA,TC018Q01NA,TC018Q01NB,TC018Q02NA,TC018Q02NB,TC018Q03NA,TC018Q03NB,TC018Q04NA,TC018Q04NB,TC018Q05NA,TC018Q05NB,TC018Q06NA,TC018Q06NB,TC018Q07NA,TC018Q07NB,TC018Q08NA,TC018Q08NB,TC018Q09NA,TC018Q09NB,TC018Q10NA,TC018Q10NB,TC018Q11NA,TC018Q11NB,TC045Q01NA,TC045Q01NB,TC045Q02NA,TC045Q02NB,TC045Q03NA,TC045Q03NB,TC045Q04NA,TC045Q04NB,TC045Q05NA,TC045Q05NB,TC045Q06NA,TC045Q06NB,TC045Q07NA,TC045Q07NB,TC045Q08NA,TC045Q08NB,TC045Q09NA,TC045Q09NB,TC045Q10NA,TC045Q10NB,TC045Q11NA,TC045Q11NB,TC045Q12NA,TC045Q12NB,TC045Q13NA,TC045Q13NB,TC045Q14NA,TC045Q14NB,TC045Q15NA,TC045Q15NB,TC045Q16HA,TC045Q16HB,TC045Q17HA,TC045Q17HB,TC045Q18HA,TC045Q18HB,TC021Q01NA,TC175Q01HA,TC198Q01HA,TC198Q02HA,TC198Q03HA,TC198Q04HA,TC198Q05HA,TC198Q06HA,TC198Q07HA,TC198Q08HA,TC198Q09HA,TC198Q10HA,TC152Q01HA,TC152Q02HA,TC152Q03HA,TC152Q04HA,TC155Q02HA,TC155Q03HA,TC155Q04HA,TC155Q05HA,TC155Q06HA,TC155Q07HA,TC166Q01HA,TC166Q02HA,TC166Q03HA,TC166Q04HA,TC166Q05HA,TC166Q06HA,TC166Q07HA,TC164Q01HA,TC207Q01HA,TC207Q02HA,TC207Q03HA,TC207Q04HA,TC207Q05HA,TC207Q06HA,TC178Q01HA,TC178Q02HA,TC178Q04HA,TC178Q07HA,TC178Q08HA,TC178Q09HA,TC178Q12HA,TC184Q01HA,TC176Q01HA,TC176Q02HA,TC176Q03HA,TC176Q05HA,TC176Q06HA,TC176Q07HA,TC172Q01HA,TC173Q01HA,TC186Q01HA,TC188Q01HA,TC206Q01HA,TC206Q02HA,TC206Q03HA,TC206Q04HA,TC206Q05HA,TC185Q01HA,TC185Q02HA,TC185Q03HA,TC185Q04HA,TC185Q05HA,TC185Q06HA,TC185Q07HA,TC185Q08HA,TC185Q09HA,TC185Q10HA,TC185Q11HA,TC185Q12HA,TC185Q13HA,TC185Q14HA,TC185Q15HA,TC185Q16HA,TC185Q17HA,TC185Q18HA,TC193Q01HA,TC193Q02HA,TC193Q03HA,TC193Q04HA,TC193Q05HA,TC020Q01NA,TC020Q02NA,TC020Q03NA,TC020Q04NA,TC020Q05NA,TC020Q06NA,TC199Q01HA,TC199Q02HA,TC199Q03HA,TC199Q04HA,TC199Q05HA,TC199Q06HA,TC199Q07HA,TC199Q08HA,TC199Q09HA,TC199Q10HA,TC199Q11HA,TC199Q12HA,TC046Q04NA,TC046Q05NA,TC046Q06NA,TC046Q07NA,TC028Q01NA,TC028Q02NA,TC028Q03NA,TC028Q04NA,TC028Q05NA,TC028Q06NA,TC028Q07NA,TC028Q08NA,TC169Q01HA,TC169Q02HA,TC169Q03HA,TC169Q04HA,TC169Q05HA,TC169Q06HA,TC169Q07HA,TC169Q08HA,TC169Q09HA,TC169Q10HA,TC169Q11HA,TC169Q12HA,TC169Q13HA,TC169Q14HA,TC054Q01NA,TC054Q02NA,TC054Q03NA,TC054Q04NA,TC054Q05NA,TC054Q06NA,TC054Q07NA,TC192Q01HA,TC192Q02HA,TC192Q03HA,TC192Q04HA,TC192Q05HA,TC209Q01HA,TC209Q02HA,TC209Q05HA,TC209Q06HA,TC209Q09HA,TC208Q02HA,TC208Q03HA,TC208Q07HA,TC208Q08HA,TC196Q02HA,TC196Q03HA,TC196Q04HA,TC196Q05HA,TC203Q01HA,TC203Q02HA,TC203Q03HA,TC150Q01HA,TC150Q02HA,TC150Q03HA,TC150Q04HA,TC150Q05HA,TC150Q06HA,TC150Q07HA,TC150Q08HA,TC204Q01HA,TC204Q02HA,TC204Q03HA,TC163Q01HA,TC163Q02HA,TC163Q03HA,TC163Q04HA,TC202Q01HA,TC202Q02HA,TC202Q03HA,TC202Q04HA,TC202Q05HA,TC202Q06HA,TC202Q07HA,TC202Q08HA,TC202Q09HA,TC170Q01HA,TC170Q02HA,TC170Q03HA,TC170Q04HA,TC170Q05HA,TC171Q01HA,TC171Q02HA,TC171Q03HA,TC171Q04HA,TC156Q05IA,TC156Q06IA,TC156Q07IA,TC156Q08IA,TC157Q02HA,TC157Q03HA,TC157Q07HA,TC157Q08HA,TC157Q09HA,TC167Q01HA,TC168Q01HA,TC168Q02HA,TC168Q03HA,TC168Q04HA,TC168Q05HA,TC168Q06HA,TC168Q07HA,TC168Q08HA,TC168Q09HA,TC168Q10HA,TC168Q11HA,TC168Q12HA,TC031Q04NA,TC031Q11NA,TC031Q13NA,TC031Q14NA,TC031Q15NA,TC031Q18NA,TC031Q20NA,TC039Q01NA,TC043Q01NA,TC182Q01HA,TC182Q02HA,TC182Q03HA,COBN_T,EMPLTIM,OTT1,OTT2,STTMG1,STTMG2,STTMG3,STTMG4,STTMG5,STTMG6,STTMG7,STTMG8,STTMG9,STTMG10,STTMG11,NTEACH1,NTEACH2,NTEACH3,NTEACH4,NTEACH5,NTEACH6,NTEACH7,NTEACH8,NTEACH9,NTEACH10,NTEACH11,TCSTAFFSHORT,TCEDUSHORT,COLT,EXCHT,SATJOB,SATTEACH,SEFFCM,SEFFREL,SEFFINS,TCOTLCOMP,TCSTIMREAD,TCSTRATREAD,TCICTUSE,TCDISCLIMA,TCDIRINS,FEEDBACK,ADAPTINSTR,FEEDBINSTR,TCATTIMM,GCTRAIN,TCMCEG,GCSELF,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,VER_DAT
604.0,b'PER',60400282.0,60401839.0,4.0,b'07MS',b'060400',60400.0,b'PER0101',b'6040000',0.0,2.0,156.0,2.0,38.0,1.0,6.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,50.0,20.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,b'999999',1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,-0.5332,,1.625,0.5891,,,,0.507,-0.3665,1.1026,,-0.9063,1.3596,,-0.1215,0.2535,,,,,23.49959,1780.27197,b'  20MAY19:14:25:26'
620.0,b'PRT',62000025.0,62002539.0,4.0,b'07MS',b'062000',62000.0,b'PRT0016',b'6200000',1.0,2.0,232.0,1.0,42.0,1.0,18.0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25.0,25.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,40.0,40.0,20.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,b'999999',1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.2692,,-0.4864,-0.348,,,,-0.0843,-0.3665,-1.2809,,0.7624,-0.2514,,-0.7909,-1.7547,,,,,1.58608,244.74941,b'  30APR19:12:22:07'
76.0,b'BRA',7600333.0,7601184.0,4.0,b'07MS',b'007600',7604.0,b'BRA0414',b'0760000',0.0,2.0,232.0,1.0,43.0,2.0,0.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,30.0,3.0,3.0,,2.0,2.0,,1.0,2.0,30.0,30.0,40.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,b'999999',2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,-0.2692,,-0.4864,0.9373,,,,0.2746,-0.3665,1.1026,,-0.9063,0.1659,,0.3577,-0.6634,,,,,169.6939,2112.52596,b'  26APR19:08:20:49'
724.0,b'ESP',72400107.0,72401141.0,4.0,b'07MS',b'072400',72407.0,b'ESP9013',b'7240000',1.0,2.0,156.0,1.0,50.0,1.0,13.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,40.0,40.0,20.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,b'999999',1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.7126,,-0.6414,0.5062,,,,2.0992,1.4769,1.1026,,-1.4304,1.3596,,0.8314,1.5975,,,,,7.27512,358.20659,b'  26APR19:08:56:20'
784.0,b'ARE',78400212.0,78405205.0,5.0,b'07MS',b'078400',78400.0,b'ARE0651',b'7840000',0.0,2.0,500.0,1.0,43.0,1.0,11.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'078400',1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6784,1.5792,,0.0018,1.625,-1.1557,0.8892,1.6488,1.5272,0.6625,,,0.723,,,1.7465,,,,-0.4411,,,1.0,117.0,b'  24JUN19:16:00:18'
152.0,b'CHL',15200023.0,15203261.0,5.0,b'07MS',b'015200',15200.0,b'CHL0202',b'1520000',1.0,2.0,156.0,1.0,37.0,1.0,13.0,13.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'015200',1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3621,-1.4665,,2.0272,1.625,1.5795,-0.12,0.8251,-1.7831,-1.5467,,,-0.894,,,1.7465,,,-0.8666,-0.4411,-0.1151,-0.6975,12.31534,1364.8066,b'  26APR19:08:23:18'
458.0,b'MYS',45800046.0,45800730.0,4.0,b'07MS',b'045800',45800.0,b'MYS0101',b'4580000',0.0,2.0,204.0,1.0,42.0,1.0,6.0,22.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,40.0,30.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,b'999999',1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.339,,-0.4864,-0.4424,,,,0.8714,-0.3665,-0.6806,,-0.2913,0.734,,1.1865,-0.1045,,,,,13.08354,2022.27268,b'  30APR19:14:33:44'
724.0,b'ESP',72400591.0,72407480.0,5.0,b'07MS',b'072400',72413.0,b'ESP9025',b'7240000',1.0,2.0,156.0,2.0,50.0,1.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,,,,,,1.0,,,,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,6.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'072400',1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435,1.0536,,-0.6602,0.6859,0.0565,-0.12,0.1989,-1.0816,-0.0913,,,0.8258,,,-0.7854,,,1.2332,-1.3236,0.7288,-0.2634,5.7,403.55303,b'  26APR19:08:56:20'
620.0,b'PRT',62000190.0,62000246.0,5.0,b'07MS',b'062000',62000.0,b'PRT0012',b'6200000',1.0,2.0,232.0,1.0,58.0,1.0,31.0,38.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,,,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'062000',1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1377,1.5792,,-0.2037,0.2741,0.0565,0.9156,-0.44,1.0974,0.909,,,1.0101,,,1.3372,,,0.4987,-0.4411,0.7288,,1.88228,281.20186,b'  30APR19:12:22:07'
